2022-10-10 08:12:01 [INFO ]  ======================================== 2022-10-10 08:12:01 ========================================
2022-10-10 08:12:01 [INFO ]  Base directory is ./results/forgetting/FASHION_MNIST/
2022-10-10 08:12:01 [INFO ]  Options: 
2022-10-10 08:12:01 [INFO ]  	base_dir: null
2022-10-10 08:12:01 [INFO ]  	batch_size: 1024
2022-10-10 08:12:01 [INFO ]  	checkpoint_interval: 300
2022-10-10 08:12:01 [INFO ]  	dataset: FASHION_MNIST
2022-10-10 08:12:01 [INFO ]  	dataset_labels:
2022-10-10 08:12:01 [INFO ]  	- 0
2022-10-10 08:12:01 [INFO ]  	- 1
2022-10-10 08:12:01 [INFO ]  	- 2
2022-10-10 08:12:01 [INFO ]  	- 3
2022-10-10 08:12:01 [INFO ]  	- 4
2022-10-10 08:12:01 [INFO ]  	- 5
2022-10-10 08:12:01 [INFO ]  	- 6
2022-10-10 08:12:01 [INFO ]  	- 7
2022-10-10 08:12:01 [INFO ]  	- 8
2022-10-10 08:12:01 [INFO ]  	- 9
2022-10-10 08:12:01 [INFO ]  	dataset_normalization: !!python/tuple
2022-10-10 08:12:01 [INFO ]  	- !!python/tuple
2022-10-10 08:12:01 [INFO ]  	    - 0.2859
2022-10-10 08:12:01 [INFO ]  	    - 0.2859
2022-10-10 08:12:01 [INFO ]  	    - 0.2859
2022-10-10 08:12:01 [INFO ]  	- !!python/tuple
2022-10-10 08:12:01 [INFO ]  	    - 0.353
2022-10-10 08:12:01 [INFO ]  	    - 0.353
2022-10-10 08:12:01 [INFO ]  	    - 0.353
2022-10-10 08:12:01 [INFO ]  	dataset_root: ./data/fashion_mnist
2022-10-10 08:12:01 [INFO ]  	decay_epochs: 50
2022-10-10 08:12:01 [INFO ]  	decay_factor: 0.1
2022-10-10 08:12:01 [INFO ]  	device_id: 0
2022-10-10 08:12:01 [INFO ]  	distill_epochs: 1
2022-10-10 08:12:01 [INFO ]  	distill_lr: 0.02
2022-10-10 08:12:01 [INFO ]  	distill_steps: 1
2022-10-10 08:12:01 [INFO ]  	epochs: 50
2022-10-10 08:12:01 [INFO ]  	expand_cls: false
2022-10-10 08:12:01 [INFO ]  	forgetting_dataset: MNIST_RGB
2022-10-10 08:12:01 [INFO ]  	init: xavier
2022-10-10 08:12:01 [INFO ]  	init_param: 1.0
2022-10-10 08:12:01 [INFO ]  	input_size: 32
2022-10-10 08:12:01 [INFO ]  	ipc: 1
2022-10-10 08:12:01 [INFO ]  	log_file: ./results/forgetting/FASHION_MNIST/log.txt
2022-10-10 08:12:01 [INFO ]  	log_interval: 100
2022-10-10 08:12:01 [INFO ]  	log_level: INFO
2022-10-10 08:12:01 [INFO ]  	lr: 0.0002
2022-10-10 08:12:01 [INFO ]  	mode: forgetting
2022-10-10 08:12:01 [INFO ]  	nc: 3
2022-10-10 08:12:01 [INFO ]  	num_classes: 10
2022-10-10 08:12:01 [INFO ]  	num_workers: 8
2022-10-10 08:12:01 [INFO ]  	phase: train
2022-10-10 08:12:01 [INFO ]  	source_dataset: null
2022-10-10 08:12:01 [INFO ]  	start_time: '2022-10-10 08:12:01'
2022-10-10 08:12:01 [INFO ]  	test_batch_size: 1024
2022-10-10 08:12:01 [INFO ]  	
2022-10-10 08:12:01 [INFO ]  train dataset size:	60000
2022-10-10 08:12:01 [INFO ]  test dataset size: 	10000
2022-10-10 08:12:01 [INFO ]  datasets built!
2022-10-10 08:12:01 [INFO ]  Build one LeNet network with [xavier(1.0)] init
2022-10-10 08:12:04 [INFO ]   
2022-10-10 08:12:04 [INFO ]  MNIST_RGB: Evaluation BEFORE forgetting:
2022-10-10 08:12:04 [INFO ]  Test Accuracy: 9.51%	Test Loss: 8.5646
2022-10-10 08:12:05 [INFO ]   
2022-10-10 08:12:05 [INFO ]  FASHION_MNIST: Evaluation BEFORE forgetting:
2022-10-10 08:12:05 [INFO ]  Test Accuracy: 87.27%	Test Loss: 0.3620
2022-10-10 08:13:16 [INFO ]  Epoch:   17	Test Accuracy: 97.66%	Test Loss: 0.0765
2022-10-10 08:13:16 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.79%	Test Loss: 2.7426
2022-10-10 08:13:19 [INFO ]  Epoch:   18	Test Accuracy: 97.52%	Test Loss: 0.0810
2022-10-10 08:13:20 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 30.72%	Test Loss: 2.6470
2022-10-10 08:13:23 [INFO ]  Epoch:   19	Test Accuracy: 97.39%	Test Loss: 0.0789
2022-10-10 08:13:24 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 30.04%	Test Loss: 2.6026
2022-10-10 08:13:27 [INFO ]  Epoch:   20	Test Accuracy: 97.68%	Test Loss: 0.0728
2022-10-10 08:13:28 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 32.06%	Test Loss: 2.7815
2022-10-10 08:13:31 [INFO ]  Epoch:   21	Test Accuracy: 97.86%	Test Loss: 0.0675
2022-10-10 08:13:32 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.24%	Test Loss: 2.8122
2022-10-10 08:13:35 [INFO ]  Epoch:   22	Test Accuracy: 98.02%	Test Loss: 0.0646
2022-10-10 08:13:36 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.58%	Test Loss: 2.8144
2022-10-10 08:13:40 [INFO ]  Epoch:   23	Test Accuracy: 97.94%	Test Loss: 0.0662
2022-10-10 08:13:40 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 26.58%	Test Loss: 2.9836
2022-10-10 08:13:44 [INFO ]  Epoch:   24	Test Accuracy: 98.10%	Test Loss: 0.0653
2022-10-10 08:13:45 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.61%	Test Loss: 3.1108
2022-10-10 08:13:48 [INFO ]  Epoch:   25	Test Accuracy: 98.05%	Test Loss: 0.0665
2022-10-10 08:13:49 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.75%	Test Loss: 3.1610
2022-10-10 08:13:52 [INFO ]  Epoch:   26	Test Accuracy: 97.97%	Test Loss: 0.0640
2022-10-10 08:13:53 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 31.26%	Test Loss: 2.8452
2022-10-10 08:13:56 [INFO ]  Epoch:   27	Test Accuracy: 98.06%	Test Loss: 0.0648
2022-10-10 08:13:57 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.01%	Test Loss: 3.1998
2022-10-10 08:14:00 [INFO ]  Epoch:   28	Test Accuracy: 98.19%	Test Loss: 0.0592
2022-10-10 08:14:01 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.64%	Test Loss: 3.1441
2022-10-10 08:14:04 [INFO ]  Epoch:   29	Test Accuracy: 98.36%	Test Loss: 0.0536
2022-10-10 08:14:05 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.87%	Test Loss: 3.1646
2022-10-10 08:14:08 [INFO ]  Epoch:   30	Test Accuracy: 98.33%	Test Loss: 0.0542
2022-10-10 08:14:09 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.81%	Test Loss: 3.1909
2022-10-10 08:14:12 [INFO ]  Epoch:   31	Test Accuracy: 98.31%	Test Loss: 0.0556
2022-10-10 08:14:13 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.24%	Test Loss: 3.2722
2022-10-10 08:14:16 [INFO ]  Epoch:   32	Test Accuracy: 98.07%	Test Loss: 0.0594
2022-10-10 08:14:17 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 30.42%	Test Loss: 3.0873
2022-10-10 08:14:20 [INFO ]  Epoch:   33	Test Accuracy: 98.51%	Test Loss: 0.0513
2022-10-10 08:14:21 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 27.69%	Test Loss: 3.2573
2022-10-10 08:14:24 [INFO ]  Epoch:   34	Test Accuracy: 98.43%	Test Loss: 0.0510
2022-10-10 08:14:25 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.39%	Test Loss: 3.3347
2022-10-10 08:14:28 [INFO ]  Epoch:   35	Test Accuracy: 98.53%	Test Loss: 0.0507
2022-10-10 08:14:29 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.78%	Test Loss: 3.4355
2022-10-10 08:14:32 [INFO ]  Epoch:   36	Test Accuracy: 98.49%	Test Loss: 0.0515
2022-10-10 08:14:33 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.78%	Test Loss: 3.4511
2022-10-10 08:14:36 [INFO ]  Epoch:   37	Test Accuracy: 98.40%	Test Loss: 0.0509
2022-10-10 08:14:37 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.86%	Test Loss: 3.3024
2022-10-10 08:14:40 [INFO ]  Epoch:   38	Test Accuracy: 98.60%	Test Loss: 0.0456
2022-10-10 08:14:41 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.89%	Test Loss: 3.4292
2022-10-10 08:14:44 [INFO ]  Epoch:   39	Test Accuracy: 98.49%	Test Loss: 0.0497
2022-10-10 08:14:45 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.78%	Test Loss: 3.2529
2022-10-10 08:14:48 [INFO ]  Epoch:   40	Test Accuracy: 98.70%	Test Loss: 0.0439
2022-10-10 08:14:49 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 27.25%	Test Loss: 3.3361
2022-10-10 08:14:52 [INFO ]  Epoch:   41	Test Accuracy: 98.48%	Test Loss: 0.0499
2022-10-10 08:14:53 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 24.98%	Test Loss: 3.6311
2022-10-10 08:14:56 [INFO ]  Epoch:   42	Test Accuracy: 98.59%	Test Loss: 0.0444
2022-10-10 08:14:57 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.97%	Test Loss: 3.5875
2022-10-10 08:15:00 [INFO ]  Epoch:   43	Test Accuracy: 98.62%	Test Loss: 0.0434
2022-10-10 08:15:01 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.10%	Test Loss: 3.4563
2022-10-10 08:15:04 [INFO ]  Epoch:   44	Test Accuracy: 98.36%	Test Loss: 0.0512
2022-10-10 08:15:05 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 26.57%	Test Loss: 3.4619
2022-10-10 08:15:08 [INFO ]  Epoch:   45	Test Accuracy: 98.72%	Test Loss: 0.0434
2022-10-10 08:15:09 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 26.88%	Test Loss: 3.5725
2022-10-10 08:15:12 [INFO ]  Epoch:   46	Test Accuracy: 98.69%	Test Loss: 0.0416
2022-10-10 08:15:13 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.41%	Test Loss: 3.4909
2022-10-10 08:15:16 [INFO ]  Epoch:   47	Test Accuracy: 98.65%	Test Loss: 0.0439
2022-10-10 08:15:17 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 28.04%	Test Loss: 3.6655
2022-10-10 08:15:20 [INFO ]  Epoch:   48	Test Accuracy: 98.76%	Test Loss: 0.0419
2022-10-10 08:15:21 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 25.87%	Test Loss: 3.7029
2022-10-10 08:15:24 [INFO ]  Epoch:   49	Test Accuracy: 98.69%	Test Loss: 0.0401
2022-10-10 08:15:25 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 29.11%	Test Loss: 3.5990
2022-10-10 08:15:25 [INFO ]  List of accuracies: [0.7894, 0.8888, 0.9162, 0.9308, 0.9387, 0.947, 0.9523, 0.9566, 0.9596, 0.9605, 0.9669, 0.9635, 0.969, 0.9696, 0.9732, 0.9749, 0.9707, 0.9766, 0.9752, 0.9739, 0.9768, 0.9786, 0.9802, 0.9794, 0.981, 0.9805, 0.9797, 0.9806, 0.9819, 0.9836, 0.9833, 0.9831, 0.9807, 0.9851, 0.9843, 0.9853, 0.9849, 0.984, 0.986, 0.9849, 0.987, 0.9848, 0.9859, 0.9862, 0.9836, 0.9872, 0.9869, 0.9865, 0.9876, 0.9869]
2022-10-10 08:15:25 [INFO ]  List of losses: [0.6493666870117187, 0.3695575622558594, 0.27396796875, 0.22847694396972656, 0.19716509246826172, 0.1718286575317383, 0.15397896804809572, 0.14283451919555665, 0.13215391540527344, 0.12642643661499023, 0.11079988327026367, 0.11801262359619141, 0.10000437927246093, 0.09549288215637207, 0.08935506896972656, 0.0832776309967041, 0.09285765075683594, 0.07653562355041504, 0.08103451538085937, 0.0789418716430664, 0.07279408531188965, 0.06753367347717285, 0.06457676048278808, 0.06621781959533692, 0.06534675827026368, 0.06654829444885253, 0.06402584190368653, 0.06482416458129883, 0.059209725189208987, 0.05355857162475586, 0.054233911514282224, 0.05564200210571289, 0.059358113479614255, 0.0513100513458252, 0.051027570152282715, 0.05074266147613525, 0.051501326370239256, 0.050861722564697266, 0.045574828720092775, 0.0496838436126709, 0.04385770530700683, 0.04988313732147217, 0.04443470573425293, 0.043350131034851073, 0.05119798355102539, 0.043438037109375, 0.041629920959472655, 0.04390966148376465, 0.04187909107208252, 0.04009850845336914]
2022-10-10 08:15:25 [INFO ]  List of source accuracies: [0.6416, 0.6004, 0.5661, 0.5206, 0.4785, 0.4554, 0.4476, 0.4075, 0.3914, 0.3861, 0.3593, 0.37, 0.3545, 0.3487, 0.3327, 0.3111, 0.3255, 0.2979, 0.3072, 0.3004, 0.3206, 0.2924, 0.2958, 0.2658, 0.2861, 0.2975, 0.3126, 0.2801, 0.2964, 0.2887, 0.2881, 0.2924, 0.3042, 0.2769, 0.2939, 0.2878, 0.2878, 0.2886, 0.2989, 0.2878, 0.2725, 0.2498, 0.2897, 0.291, 0.2657, 0.2688, 0.2841, 0.2804, 0.2587, 0.2911]
2022-10-10 08:15:26 [INFO ]   
2022-10-10 08:15:26 [INFO ]  MNIST_RGB: Evaluation AFTER forgetting:
2022-10-10 08:15:26 [INFO ]  Test Accuracy: 98.69%	Test Loss: 0.0401
2022-10-10 08:15:27 [INFO ]   
2022-10-10 08:15:27 [INFO ]  FASHION_MNIST: Evaluation AFTER forgetting:
2022-10-10 08:15:27 [INFO ]  Test Accuracy: 29.11%	Test Loss: 3.5990
2022-10-10 08:15:27 [INFO ]  CPU Time: 1.44 minutes
2022-10-10 08:18:02 [INFO ]  ======================================== 2022-10-10 08:18:02 ========================================
2022-10-10 08:18:02 [INFO ]  Base directory is ./results/forgetting/FASHION_MNIST/
2022-10-10 08:18:02 [INFO ]  Options: 
2022-10-10 08:18:02 [INFO ]  	base_dir: null
2022-10-10 08:18:02 [INFO ]  	batch_size: 1024
2022-10-10 08:18:02 [INFO ]  	checkpoint_interval: 300
2022-10-10 08:18:02 [INFO ]  	dataset: FASHION_MNIST
2022-10-10 08:18:02 [INFO ]  	dataset_labels:
2022-10-10 08:18:02 [INFO ]  	- 0
2022-10-10 08:18:02 [INFO ]  	- 1
2022-10-10 08:18:02 [INFO ]  	- 2
2022-10-10 08:18:02 [INFO ]  	- 3
2022-10-10 08:18:02 [INFO ]  	- 4
2022-10-10 08:18:02 [INFO ]  	- 5
2022-10-10 08:18:02 [INFO ]  	- 6
2022-10-10 08:18:02 [INFO ]  	- 7
2022-10-10 08:18:02 [INFO ]  	- 8
2022-10-10 08:18:02 [INFO ]  	- 9
2022-10-10 08:18:02 [INFO ]  	dataset_normalization: !!python/tuple
2022-10-10 08:18:02 [INFO ]  	- !!python/tuple
2022-10-10 08:18:02 [INFO ]  	    - 0.2859
2022-10-10 08:18:02 [INFO ]  	    - 0.2859
2022-10-10 08:18:02 [INFO ]  	    - 0.2859
2022-10-10 08:18:02 [INFO ]  	- !!python/tuple
2022-10-10 08:18:02 [INFO ]  	    - 0.353
2022-10-10 08:18:02 [INFO ]  	    - 0.353
2022-10-10 08:18:02 [INFO ]  	    - 0.353
2022-10-10 08:18:02 [INFO ]  	dataset_root: ./data/fashion_mnist
2022-10-10 08:18:02 [INFO ]  	decay_epochs: 50
2022-10-10 08:18:02 [INFO ]  	decay_factor: 0.1
2022-10-10 08:18:02 [INFO ]  	device_id: 0
2022-10-10 08:18:02 [INFO ]  	distill_epochs: 1
2022-10-10 08:18:02 [INFO ]  	distill_lr: 0.02
2022-10-10 08:18:02 [INFO ]  	distill_steps: 1
2022-10-10 08:18:02 [INFO ]  	epochs: 50
2022-10-10 08:18:02 [INFO ]  	expand_cls: false
2022-10-10 08:18:02 [INFO ]  	forgetting_dataset: MNIST_RGB
2022-10-10 08:18:02 [INFO ]  	init: xavier
2022-10-10 08:18:02 [INFO ]  	init_param: 1.0
2022-10-10 08:18:02 [INFO ]  	input_size: 32
2022-10-10 08:18:02 [INFO ]  	ipc: 1
2022-10-10 08:18:02 [INFO ]  	log_file: ./results/forgetting/FASHION_MNIST/log.txt
2022-10-10 08:18:02 [INFO ]  	log_interval: 100
2022-10-10 08:18:02 [INFO ]  	log_level: INFO
2022-10-10 08:18:02 [INFO ]  	lr: 0.0002
2022-10-10 08:18:02 [INFO ]  	mode: forgetting
2022-10-10 08:18:02 [INFO ]  	nc: 3
2022-10-10 08:18:02 [INFO ]  	num_classes: 10
2022-10-10 08:18:02 [INFO ]  	num_workers: 8
2022-10-10 08:18:02 [INFO ]  	phase: train
2022-10-10 08:18:02 [INFO ]  	source_dataset: null
2022-10-10 08:18:02 [INFO ]  	start_time: '2022-10-10 08:18:02'
2022-10-10 08:18:02 [INFO ]  	test_batch_size: 1024
2022-10-10 08:18:02 [INFO ]  	
2022-10-10 08:18:02 [INFO ]  train dataset size:	60000
2022-10-10 08:18:02 [INFO ]  test dataset size: 	10000
2022-10-10 08:18:02 [INFO ]  datasets built!
2022-10-10 08:18:02 [INFO ]  Build one LeNet network with [xavier(1.0)] init
2022-10-10 08:18:04 [INFO ]   
2022-10-10 08:18:04 [INFO ]  MNIST_RGB: Evaluation BEFORE forgetting:
2022-10-10 08:18:04 [INFO ]  Test Accuracy: 9.51%	Test Loss: 8.5646
2022-10-10 08:18:05 [INFO ]   
2022-10-10 08:18:05 [INFO ]  FASHION_MNIST: Evaluation BEFORE forgetting:
2022-10-10 08:18:05 [INFO ]  Test Accuracy: 87.27%	Test Loss: 0.3620
2022-10-10 08:18:08 [INFO ]  Epoch:    0	Test Accuracy: 78.45%	Test Loss: 0.6532
2022-10-10 08:18:09 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 67.85%	Test Loss: 0.8988
2022-10-10 08:18:12 [INFO ]  Epoch:    1	Test Accuracy: 88.57%	Test Loss: 0.3766
2022-10-10 08:18:13 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 61.68%	Test Loss: 1.1357
2022-10-10 08:18:16 [INFO ]  Epoch:    2	Test Accuracy: 91.00%	Test Loss: 0.2902
2022-10-10 08:18:17 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 58.61%	Test Loss: 1.2576
2022-10-10 08:18:20 [INFO ]  Epoch:    3	Test Accuracy: 92.86%	Test Loss: 0.2293
2022-10-10 08:18:21 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 54.89%	Test Loss: 1.4111
2022-10-10 08:18:24 [INFO ]  Epoch:    4	Test Accuracy: 93.52%	Test Loss: 0.2004
2022-10-10 08:18:25 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 50.04%	Test Loss: 1.5484
2022-10-10 08:18:28 [INFO ]  Epoch:    5	Test Accuracy: 94.28%	Test Loss: 0.1818
2022-10-10 08:18:29 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 44.86%	Test Loss: 1.7581
2022-10-10 08:18:32 [INFO ]  Epoch:    6	Test Accuracy: 95.26%	Test Loss: 0.1541
2022-10-10 08:18:33 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 43.40%	Test Loss: 1.7856
2022-10-10 08:18:36 [INFO ]  Epoch:    7	Test Accuracy: 95.52%	Test Loss: 0.1412
2022-10-10 08:18:37 [INFO ]  Source: FASHION_MNIST	Test Accuracy: 41.16%	Test Loss: 1.9101
2022-10-10 08:18:40 [INFO ]  Epoch:    8	Test Accuracy: 95.64%	Test Loss: 0.1357
